Concept Id	CPT Code	Consumer Friendly Descriptor
1020751	81355	Gene analysis (vitamin K epoxide reductase complex subunit 1) common variants
1030973	81361	Gene analysis (hemoglobin, subunit beta) for common variant
1030974	81362	Gene analysis (hemoglobin, subunit beta) for known familial variant
1030975	81363	Gene analysis (hemoglobin, subunit beta) for duplication/deletion variant
1030976	81364	Gene analysis (hemoglobin, subunit beta) full sequence analysis
1020752	81370	HLA class I and II typing low resolution HLA-A, -B, -C, -DRB1/3/4/5 and -DQB1
1020753	81371	HLA class I and II typing, low resolution HLA-A, -B, and -DRB1
1020754	81372	HLA class I typing low resolution
1020755	81373	HLA class I typing low resolution one locus
1020756	81374	HLA class I typing, low resolution one antigen equivalent
1020757	81375	HLA class II typing low resolution HLA-DRB1/3/4/5 and -DQB1
1020758	81376	HLA class II typing low resolution one locus
1020759	81377	HLA class II typing low resolution one antigen equivalent
1020760	81378	HLA class I and II typing high resolution HLA-A, -B, -C, and -DRB1
1020761	81379	HLA Class I typing high resolution
1020762	81380	HLA class I typing high resolution one locus
1020763	81381	HLA class I typing high resolution one allele or allele group
1020764	81382	HLA class II typing high resolution one locus
1020765	81383	HLA class II typing high resolution one allele or allele group
1020766	81400	Molecular pathology procedure level 1
1020767	81401	Molecular pathology procedure level 2
1020768	81402	Molecular pathology procedure level 3
1020769	81403	Molecular pathology procedure level 4
1020770	81404	Molecular pathology procedure level 5
1020771	81405	Molecular pathology procedure level 6
1020772	81406	Molecular pathology procedure level 7
1020773	81407	Molecular pathology procedure level 8
1020774	81408	Molecular pathology procedure level 9
1021016	81479	Molecular pathology procedure
1021746	81410	Test for detecting genes associated with heart disease
1021747	81411	Test for detecting genes associated with heart disease
1027760	81412	Test for detecting genes for disorders related to Ashkenazi Jews
1029623	81413	Test for detecting genes associated with heart disease
1029624	81414	Test for detecting genes associated with heart disease
1021748	81415	Test for detecting genes associated with diseases
1021749	81416	Test for detecting genes associated with disease
1021750	81417	Reevaluation test for detecting genes associated with disease
1021751	81420	Test for detecting genes associated with fetal disease
1029625	81422	Test for detecting genes associated with fetal disease
1021752	81425	Test for detecting genes associated with disease
1021753	81426	Test for detecting genes associated with disease
1021754	81427	Reevaluation test for detecting genes associated with disease
1021755	81430	Test for detecting genes causing hearing loss
1021756	81431	Test for detecting genes causing hearing loss
1027761	81432	Test for detecting genes associated with inherited breast cancer-related disorders
1027762	81433	Gene analysis (breast and related cancers), duplication or deletion variants
1027763	81434	Gene analysis (retinal disorders), genomic sequence
1021757	81435	Test for detecting genes associated with colon cancer
1021758	81436	Test for detecting genes associated with colon cancer
1027764	81437	Gene analysis (neuroendocrine tumors), genomic sequence
1027765	81438	Gene analysis (neuroendocrine tumors), duplication and deletion variants
1029626	81439	Test for detecting genes associated with inherited disease of heart muscle
1021759	81440	Test for detecting genes
1027766	81442	Gene analysis (noonan syndrome) genomic sequence analysis
1035058	81443	Genomic sequence analysis panel for severe inherited conditions with sequencing of 15 or more genes
1021760	81445	Test for detecting genes associated with cancer of body organ
1030977	81448	Gene analysis panel for hereditary disorders of the peripheral nervous system
1021761	81450	Test for detecting genes associated with blood related cancer
1021762	81455	Test for detecting genes associated with cancer
1021763	81460	Test for detecting genes associated with disease
1021764	81465	Test for detecting genes associated with disease
1021765	81470	Test for detecting genes associated with intellectual disability
1021766	81471	Test for detecting genes associated with intellectual disability
1027767	81490	Test for detecting genes associated with rheumatoid arthritis using immunoassay technique
1027768	81493	Test for detecting genes associated with heart vessels diseases
1021017	81500	Genetic profiling on oncology biopsy of ovarian lesions
1021018	81503	Genetic profiling on oncology biopsy of ovarian lesions
1021341	81504	Genetic profiling on oncology biopsy lesions
1021019	81506	Endocrinology (type 2 diabetes), biochemical assays of seven analytes (glucose, hba1c, insulin, hs-crp, adiponectin, ferritin, interleukin 2-receptor alpha), utilizing serum or plasma, algorithm reporting a risk score
1021342	81507	DNA analysis using maternal plasma
1021020	81508	Fetal congenital abnormalities, biochemical assays of two proteins (papp-a, hcg [any form]), utilizing maternal serum, algorithm reported as a risk score
1021021	81509	Fetal congenital abnormalities, biochemical assays of three proteins (papp-a, hcg [any form], dia), utilizing maternal serum, algorithm reported as a risk score
1021022	81510	Fetal congenital abnormalities, biochemical assays of three analytes (afp, ue3, hcg [any form]), utilizing maternal serum, algorithm reported as a risk score
1021023	81511	Fetal congenital abnormalities, biochemical assays of four analytes (afp, ue3, hcg [any form], dia) utilizing maternal serum, algorithm reported as a risk score
1021024	81512	Fetal congenital abnormalities, biochemical assays of five analytes (afp, ue3, total hcg, hyperglycosylated hcg, dia) utilizing maternal serum, algorithm reported as a risk score
1035059	81518	mRNA gene analysis of 11 genes in breast tumor tissue
1021767	81519	Test for detecting genes associated with breast cancer
1030978	81520	Gene analysis of breast tumor tissue
1030979	81521	Gene analysis of breast tumor tissue
1027769	81525	Gene analysis (colon related cancer)
1027770	81528	Gene analysis (colorectal cancer)
1027771	81535	Culture of live tumor cells and chemotherapy drug response by staining
1027772	81536	Culture of live tumor cells and chemotherapy drug response by staining
1027773	81538	Testing of lung tumor cells for prediction of survival
1029627	81539	Measurement of proteins associated with prostate cancer
1027774	81540	Gene analysis (cancer)
1030980	81541	Gene analysis of prostate tumor tissue
1027775	81545	Gene analysis (thyroid cancer)
1030981	81551	Gene analysis of prostate tumor tissue
1027776	81595	Test for detecting genes associated with heart diseases
1035060	81596	Biochemical assays for evaluation of chronic Hepatitis C virus infection
1021025	81599	Multianalyte assay procedure with algorithmic analysis
1011241	82009	Ketone bodies analysis
1011242	82010	Ketone bodies analysis
1011243	82013	Acetylcholinesterase (enzyme) level
1011245	82016	Chemical analysis for genetic disorder
1011246	82017	Chemical test for genetic disorder
1011247	82024	Adrenocorticotropic hormone (ACTH) level
1011248	82030	Adenosine, 5-monophosphate, cyclic (cyclic AMP) level
1011250	82040	Albumin (protein) level
1011251	82042	Cerebrospinal fluid, or amniotic fluid albumin (protein) level
1011252	82043	Urine microalbumin (protein) level
1011253	82044	Urine microalbumin (protein) analysis
1011254	82045	Albumin (protein) level related to restricted heart blood flow
1011257	82075	Breath alcohol level
1011258	82085	Aldolase (enzyme) level
1011259	82088	Aldosterone hormone level
1011262	82103	Alpha-1-antitrypsin (protein) blood test
1011263	82104	Alpha-1-antitrypsin (protein) blood test
1011265	82105	Alpha-fetoprotein (AFP) level, serum
1011266	82106	Alpha-fetoprotein (AFP) level, amniotic fluid
1014717	82107	Alpha-fetoprotein (AFP) analysis
1011267	82108	Aluminum level
1011268	82120	Vaginal fluid chemical analysis for bacteria
1011270	82127	Amino acid analysis
1011271	82128	Amino acid analysis, multiple amino acids
1011272	82131	Amino acid analysis
1011273	82135	Aminolevulinic acid (protein) level
1011274	82136	Amino acid level, multiple amino acids
1011275	82139	Amino acid level, multiple amino acids
1011276	82140	Ammonia level
1011277	82143	Amniotic fluid scan
1011279	82150	Amylase (enzyme) level
1011280	82154	Androstanediol glucuronide (hormone) level
1011281	82157	Androstenedione (hormone) level
1011282	82160	Androsterone (hormone) level
1011283	82163	Angiotensin ll (protein) level
1011284	82164	Angiotensin l - converting enzyme (ACE) level
1011285	82172	Apolipoprotein level
1011286	82175	Arsenic level
1011287	82180	Ascorbic acid (Vitamin C) level, blood
1011288	82190	Measurement of substance using spectroscopy (light)
1011290	82232	Beta-2 microglobulin (protein) level
1011292	82239	Bile acids level
1011293	82240	Bile acids level
1011295	82247	Bilirubin level
1011296	82248	Bilirubin level
1011297	82252	Stool analysis for bilirubin
1011298	82261	Biotinidase (enzyme) level
1011300	82270	Stool analysis for blood to screen for colon tumors
1011301	82271	Specimen analysis for blood
1011302	82272	Stool analysis for blood
1011303	82274	Stool analysis for blood
1011304	82286	Bradykinin (protein) level
1011305	82300	Cadmium level
1011306	82306	Vitamin D-3 level
1011391	82652	Dihydroxyvitamin D, 1, 25 level
1011308	82308	Calcitonin (hormone) level
1011310	82310	Calcium level
1011311	82330	Calcium level
1011312	82331	Calcium level
1011313	82340	Urine calcium level
1011315	82355	Analysis of stone
1011316	82360	Chemical analysis of stone
1011317	82365	Infrared analysis of stone
1011318	82370	X-ray analysis of stone
1011319	82373	Carbohydrate deficient transferrin (protein) level
1011320	82374	Carbon dioxide (bicarbonate) level
1011322	82375	Carboxyhemoglobin (protein) level
1011323	82376	Carboxyhemoglobin (protein) analysis
1011324	82378	Carcinoembryonic antigen (CEA) protein level
1011325	82379	Carnitine level
1011326	82380	Carotene level
1011328	82382	Catecholamines (organic nitrogen) urine level
1011329	82383	Catecholamines organic nitrogen blood level
1011330	82384	Catecholamines (organic nitrogen) level
1011331	82387	Cathepsin-D (enzyme) level
1011332	82390	Ceruloplasmin (protein) level
1011333	82397	Analysis using chemiluminescent technique (light and chemical )reaction
1011334	82415	Chloramphenicol level
1011336	82435	Blood chloride level
1011337	82436	Urine chloride level
1011338	82438	Chloride level
1011339	82441	Screening test for chlorinated hydrocarbons
1011340	82465	Cholesterol level
1011342	82480	Cholinesterase (enzyme) level, to test for exposure to chemical or liver disease
1011343	82482	Cholinesterase (enzyme) level
1011344	82485	Chondroitin B sulfate (protein) level
1011353	82495	Chromium level to test for poisoning or deficiency
1011354	82507	Citrate level
1011356	82523	Collagen cross links test, (urine test to evaluate bone health)
1011357	82525	Copper level
1011358	82528	Corticosterone (hormone) level
1011360	82530	Cortisol (hormone) measurement
1011361	82533	Cortisol (hormone) measurement
1011362	82540	Creatine measurement
1011365	82542	Chemical analysis using chromatography technique
1011369	82550	Creatine kinase (cardiac enzyme) level
1011370	82552	Creatine kinase (cardiac enzyme) level
1011371	82553	Creatine kinase (cardiac enzyme) level
1011372	82554	Creatine kinase (cardiac enzyme) level
1011374	82565	Blood creatinine level
1011375	82570	Creatinine level to test for kidney function or muscle injury
1011376	82575	Creatinine clearance measurement to test for kidney function
1011377	82585	Cryofibrinogen (protein) level
1011378	82595	Cryoglobulin (protein) measurement
1011379	82600	Cyanide measurement
1011380	82607	Cyanocobalamin (vitamin B-12) level
1011381	82608	Cyanocobalamin (vitamin B-12) level
1018436	82610	Cystatin C (enzyme inhibitor) level
1011382	82615	Cystine and homocystine (amino acids) analysis
1011383	82626	Dehydroepiandrosterone (DHEA) hormone level
1011384	82627	Dehydroepiandrosterone (DHEA-S) hormone level
1011385	82633	Desoxycorticosterone, 11 (hormone) level
1011386	82634	Deoxycortisol, 11 (hormone) level
1011387	82638	Dibucaine number (enzyme) measurement
1035061	82642	Measurement of dihydrotestosterone
1011393	82656	Pancreatic elastase (enzyme) measurement
1011395	82657	Enzyme activity measurement
1011396	82658	Enzyme activity measurement
1011397	82664	Electrophoresis, laboratory testing technique
1011399	82668	Erythropoietin (protein) level
1011400	82670	Estradiol (hormone) level
1011402	82671	Estrogen analysis
1011403	82672	Estrogen analysis
1011404	82677	Estriol (hormone) level
1011405	82679	Estrone (hormone) level
1011407	82693	Ethylene glycol (antifreeze) measurement
1011408	82696	Etiocholanolone (testosterone byproduct) level
1011410	82705	Stool fat analysis
1011411	82710	Stool fat measurement
1011412	82715	Stool fat measurement
1011413	82725	Fatty acids measurement
1011414	82726	Very long chain fatty acids level
1011415	82728	Ferritin (blood protein) level
1011416	82731	Fetal fibronectin (protein) analysis
1011417	82735	Fluoride level
1011420	82746	Folic acid level
1011421	82747	Folic acid level
1011422	82757	Semen fructose (carbohydrate) level
1011423	82759	Galactokinase (enzyme) level
1011424	82760	Galactose (carbohydrate) level
1011426	82775	Galactose-1-phosphate uridyl transferase (enzyme) level
1011427	82776	Galactose-1-phosphate uridyl transferase screening test
1021026	82777	Galectin-3 level
1011429	82784	Gammaglobulin (immune system protein) measurement
1011430	82785	IgE (immune system protein) level
1011431	82787	Gammaglobulin (immune system protein) measurement
1011432	82800	Blood pH level
1011433	82803	Blood gases measurement
1011434	82805	Blood gases measurement
1011435	82810	Blood gas, oxygen saturation measurement
1011436	82820	Hemoglobin-oxygen affinity measurement
1020380	82930	Gastric acid analysis
1011440	82938	Gastrin (GI tract hormone) level
1011441	82941	Gastrin (GI tract hormone) level
1011442	82943	Glucagon (pancreatic hormone) level
1011443	82945	Glucose (sugar) level on body fluid
1011444	82946	Glucagon (pancreatic hormone) tolerance test
1011446	82947	Blood glucose (sugar) level
1011447	82948	Blood glucose (sugar) measurement using reagent strip
1011448	82950	Blood glucose (sugar) level after receiving dose of glucose
1011449	82951	Blood glucose (sugar) tolerance test
1011450	82952	Blood glucose (sugar) tolerance test
1011453	82955	G6PD (enzyme) level
1011454	82960	G6PD (enzyme) screening test
1011455	82962	Blood glucose (sugar) test performed by hand-held instrument
1011456	82963	Glucosidase (sugar enzyme) measurement
1011457	82965	Glutamate dehydrogenase (enzyme) measurement
1011459	82977	Glutamyltransferase (liver enzyme) level
1011460	82978	Glutathione (protein) level
1011461	82979	Glutathione reductase (enzyme) level
1011463	82985	Glycated protein level
1011465	83001	Gonadotropin, follicle stimulating (reproductive hormone) level
1011466	83002	Gonadotropin, luteinizing (reproductive hormone) level
1011467	83003	Human growth hormone level
1021768	83006	Test for detecting genes associated with growth stimulation
1011470	83009	Blood test analysis for helicobacter pylori
1011472	83010	Haptoglobin (serum protein) level
1011473	83012	Haptoglobin (serum protein) measurement
1011475	83013	Breath test analysis for helicobacter pylori
1011476	83014	Administration of drug for helicobacter pylori
1011478	83015	Heavy metal screening test
1011479	83018	Heavy metal level
1011481	83020	Hemoglobin analysis and measurement
1011482	83021	Hemoglobin analysis and measurement
1011484	83026	Hemoglobin level
1011485	83030	Fetal hemoglobin level
1011486	83033	Fetal hemoglobin analysis
1011487	83036	Hemoglobin A1C level
1011488	83037	Hemoglobin A1C level
1011489	83045	Methemoglobin (hemoglobin) analysis
1011490	83050	Methemoglobin (hemoglobin) analysis
1011491	83051	Plasma hemoglobin level
1011493	83060	Sulfhemoglobin (hemoglobin) level
1011494	83065	Thermolabile (heat sensitive) hemoglobin level
1011495	83068	Screening test for unstable hemoglobin
1011496	83069	Urine hemoglobin level
1011498	83070	Hemosiderin (hemoglobin breakdown product) analysis
1011500	83080	b-Hexosaminidase (enzyme) level
1011501	83088	Histamine (immune system substance) level
1011502	83090	Homocysteine (amino acid) level
1011503	83150	Homovanillic acid (organic acid) level
1011504	83491	Hydroxycorticosteroids, 17 (adrenal gland hormone) level
1011505	83497	Hydroxyindolacetic acid (product of metabolism) level
1011506	83498	Hydroxyprogesterone, 17-D (synthetic hormone) level
1011509	83500	Hydroxyproline (amino acid) measurement
1011510	83505	Hydroxyproline (amino acid) measurement
1011512	83516	Analysis of substance using immunoassay technique
1011513	83518	Analysis of substance using immunoassay technique
1011515	83519	Measurement of substance using immunoassay technique
1011516	83520	Measurement of substance using immunoassay technique
1011518	83525	Insulin measurement
1011519	83527	Insulin measurement
1011520	83528	Intrinsic factor (stomach protein) level
1011521	83540	Iron level
1011522	83550	Iron binding capacity
1011523	83570	Isocitric dehydrogenase (enzyme) level
1011524	83582	Ketogenic steroids (hormone) measurement
1011526	83586	Ketosteroids, 17 (hormone) measurement
1011527	83593	Ketosteroids, 17 (hormone) measurement
1011528	83605	Lactic acid level
1011529	83615	Lactate dehydrogenase (enzyme) level
1011530	83625	Lactate dehydrogenase (enzyme) measurement
1011531	83630	Stool lactoferrin (immune system protein) analysis
1011532	83631	Stool lactoferrin (immune system protein) level
1011533	83632	Human placental lactogen (placental hormone) level
1011535	83633	Urine lactose (carbohydrate) analysis
1011537	83655	Lead level
1011539	83661	Fetal lung maturity assessment
1011540	83662	Fetal lung maturity assessment
1011541	83663	Fetal lung maturity assessment
1011542	83664	Fetal lung maturity assessment
1011543	83670	Leucine aminopeptidase (enzyme) level
1011544	83690	Lipase (fat enzyme) level
1011545	83695	Lipoprotein (A) level
1014718	83698	Lipoprotein-associated phospholipase A2 (enzyme) level
1014035	83700	Lipoprotein level
1011547	83701	Lipoprotein measurement
1011548	83704	Lipoprotein level
1011550	83718	HDL cholesterol level
1011551	83719	VLDL cholesterol level
1011552	83721	LDL cholesterol level
1035062	83722	Measurement of small dense low density lipoprotein cholesterol
1011553	83727	Luteinizing releasing factor (reproductive hormone) level
1011554	83735	Magnesium level
1011555	83775	Malate dehydrogenase (enzyme) level
1011556	83785	Manganese (heavy metal) level
1011559	83789	Mass spectrometry (laboratory testing method)
1011561	83825	Mercury level
1011562	83835	Metanephrines level
1011564	83857	Methemalbumin (protein) level
1020381	83861	Microfluid analysis of tears
1011567	83864	Mucopolysaccharides (protein) level
1011569	83872	Joint fluid diagnostic test
1011570	83873	Myelin basic protein (nerve protein) level, spinal fluid
1011571	83874	Myoglobin (muscle protein) level
1019038	83876	Myeloperoxidase (white blood cell enzyme) measurement
1011572	83880	Natriuretic peptide (heart and blood vessel protein) level
1011573	83883	Nephelometry, test method using light
1011574	83885	Nickel level
1011597	83915	Nucleotidase 5' (enzyme) level
1011598	83916	Measurement of immune substance (oligoclonal bands)
1011600	83918	Organic acids level
1011601	83919	Organic acids analysis
1011602	83921	Organic acid level
1011605	83930	Blood osmolality (concentration) measurement
1011606	83935	Urine osmolality (concentration) measurement
1011607	83937	Osteocalcin (bone protein) level
1011608	83945	Oxalate level
1011609	83950	HER-2 oncoprotein (cancer related gene) measurement
1019039	83951	Oncoprotein (cancer related gene) measurement
1011610	83970	Parathormone (parathyroid hormone) level
1011611	83986	Body fluid pH level
1020044	83987	pH exhaled breath
1018437	83993	Stool calprotectin (protein) level
1011614	84030	Phenylalanine, PKU (amino acid) level
1011615	84035	Phenylketones (ketone) analysis
1011617	84060	Phosphatase (enzyme) measurement
1011619	84066	Phosphatase, prostatic (prostate enzyme) level
1011620	84075	Phosphatase (enzyme) level
1011621	84078	Phosphatase (enzyme) level
1011622	84080	Phosphatase (enzyme) measurement
1011623	84081	Phosphatidylglycerol (amniotic fluid organic acid) level
1011624	84085	Phosphogluconate, 6, dehydrogenase (enzyme) level
1011625	84087	Phosphohexose isomerase (enzyme) level
1011626	84100	Phosphate level
1011627	84105	Urine phosphate level
1011629	84106	Urine porphobilinogen (metabolism substance) analysis
1011630	84110	Urine porphobilinogen (metabolism substance) level
1020382	84112	Cervicovaginal secretion of placenta protein
1011632	84119	Urine porphyrins (metabolism substance) analysis
1011633	84120	Urine porphyrins (metabolism substance) measurement
1011635	84126	Stool porphyrins (metabolism substance) level
1011638	84132	Blood potassium level
1011639	84133	Urine potassium level
1011640	84134	Prealbumin (protein) level
1011641	84135	Pregnanediol (reproductive hormone) level
1011642	84138	Pregnanetriol (reproductive hormone) level
1011643	84140	Pregnenolone (reproductive hormone) level
1011644	84143	17-hydroxypregnenolone (hormone) level
1011645	84144	Progesterone (reproductive hormone) level
1020045	84145	Procalcitonin (hormone) level
1011646	84146	Prolactin (milk producing hormone) level
1011647	84150	Prostaglandin (hormone) level
1011649	84152	PSA (prostate specific antigen) measurement
1011650	84153	PSA (prostate specific antigen) measurement
1011651	84154	PSA (prostate specific antigen) measurement
1011653	84155	Total protein level, blood
1011654	84156	Total protein level, urine
1011655	84157	Total protein level, body fluid
1011657	84160	Total protein level
1011658	84163	Pregnancy-associated plasma protein-A level
1011660	84165	Protein measurement, serum
1011661	84166	Protein measurement, body fluid
1011662	84181	Protein measurement
1011663	84182	Protein measurement
1011665	84202	Protoporphyrin (metabolism substance) level
1011666	84203	Protoporphyrin (metabolism substance) screening test
1011667	84206	Proinsulin (pancreatic hormone) level
1011668	84207	Vitamin B-6 level
1011669	84210	Pyruvate (organic acid) level
1011670	84220	Pyruvate kinase (enzyme) level
1011671	84228	Quinine (drug) level
1011673	84233	Estrogen receptor analysis
1011674	84234	Progesterone (reproductive hormone) receptor analysis
1011675	84235	Hormone receptor analysis
1011676	84238	Chemical receptor analysis
1011677	84244	Renin (kidney enzyme) level
1011678	84252	Vitamin B-2 (riboflavin) level
1011679	84255	Selenium (vitamin) level
1011680	84260	Serotonin (hormone) level
1011681	84270	Sex hormone binding globulin (protein) level
1011682	84275	Sialic acid (organic acid) level
1011683	84285	Silica (silicon) level
1011685	84295	Blood sodium level
1011686	84300	Urine sodium level
1011687	84302	Sodium level
1011688	84305	Somatomedin (growth factor) level
1011689	84307	Somatostatin (growth hormone inhibitor) level
1011690	84311	Chemical analysis using spectrophotometry (light)
1011691	84315	Specific gravity (liquid weight) measurement
1011692	84375	Carbohydrate (sugar) analysis
1011694	84376	Carbohydrate analysis
1011695	84377	Carbohydrates analysis
1011696	84378	Carbohydrate analysis
1011697	84379	Carbohydrate analysis
1011698	84392	Urine sulfate (acid) level
1011700	84402	Testosterone (hormone) level
1011701	84403	Testosterone (hormone) level
1029628	84410	Testosterone level
1011702	84425	Vitamin B-1 (thiamine) level
1011703	84430	Thiocyanate (organic sulfur substance) level
1020046	84431	Urine analysis for thromboxane (lipid)
1011704	84432	Thyroglobulin (thyroid related hormone) level
1011706	84436	Thyroxine (thyroid chemical) measurement
1011707	84437	Thyroxine (thyroid chemical) level
1011708	84439	Thyroxine (thyroid chemical) measurement
1011709	84442	Thyroxine binding globulin (thyroid related protein) level
1011710	84443	Blood test, thyroid stimulating hormone (TSH)
1011711	84445	Thyroid stimulating immune globulins (thyroid related protein) level
1011712	84446	Vitamin E level
1011713	84449	Transcortin (cortisol binding protein) level
1011715	84450	Liver enzyme (SGOT), level
1011716	84460	Liver enzyme (SGPT), level
1011717	84466	Transferrin (iron binding protein) level
1011718	84478	Triglycerides level
1011719	84479	Thyroid hormone evaluation
1011721	84480	Thyroid hormone, T3 measurement
1011722	84481	Thyroid hormone, T3 measurement
1011723	84482	Thyroid hormone, T3 measurement
1011724	84484	Troponin (protein) analysis
1011726	84485	Trypsin (pancreatic enzyme) measurement, intestinal fluid
1011727	84488	Trypsin (pancreatic enzyme) analysis, stool
1011728	84490	Stool trypsin (pancreatic enzyme) analysis, 24-hour collection
1011729	84510	Tyrosine (amino acid) level
1011730	84512	Troponin (protein) analysis
1011732	84520	Urea nitrogen level to assess kidney function
1011733	84525	Urea nitrogen level to assess kidney function
1011734	84540	Urea nitrogen level to assess kidney function
1011735	84545	Urea nitrogen level to assess kidney function
1011737	84550	Uric acid level, blood
1011738	84560	Uric acid level
1011739	84577	Urobilinogen (metabolism substance) level, stool
1011741	84578	Urobilinogen (metabolism substance) analysis, urine
1011742	84580	Urobilinogen (metabolism substance) level, urine
1011743	84583	Urobilinogen (metabolism substance) measurement, urine
1011744	84585	Urine vanillylmandelic acid
1011745	84586	Vasoactive intestinal peptide (intestinal hormone) level
1011746	84588	ADH (antidiuretic hormone) level
1011747	84590	Vitamin A level
1011748	84591	Vitamin measurement
1011749	84597	Vitamin K level
1011750	84600	Volatile chemical measurement
1011751	84620	Xylose (carbohydrate) absorption test of blood and/or urine
1011752	84630	Zinc level
1011753	84681	C-peptide (protein) level
1011755	84702	Gonadotropin, chorionic (reproductive hormone) level
1011756	84703	Gonadotropin (reproductive hormone) analysis
1018438	84704	Gonadotropin, chorionic (reproductive hormone) measurement
1011757	84830	Ovulation tests
1011758	84999	Chemistry procedures
1011760	85002	Bleeding time
1011762	85004	White blood cell count
1011763	85007	Microscopic examination for white blood cells with manual cell count
1011764	85008	Microscopic examination for white blood cells
1011765	85009	Manual white blood cell count and evaluation
1011766	85013	Red blood cell hemoglobin concentration
1011767	85014	Red blood cell concentration measurement
1011768	85018	Hemoglobin measurement
1011769	85025	Complete blood cell count (red cells, white blood cell, platelets), automated test
1011770	85027	Complete blood cell count (red cells, white blood cell, platelets), automated test
1011771	85032	Manual blood cell count
1011772	85041	Red blood cell count, automated test
1011773	85044	Red blood count, manual test
1011774	85045	Red blood count, automated test
1011775	85046	Red blood count automated, with additional calculations
1011776	85048	Automated white blood cell count
1011777	85049	Platelet count, automated test
1011778	85055	Reticulated (young) platelet measurement
1011779	85060	Blood smear interpretation by physician with written report
1011780	85097	Bone marrow, smear interpretation
1011781	85130	Assessment of blood clotting function
1011782	85170	Blood clot evaluation, (retraction time)
1011783	85175	Blood clot evaluation, (clot dissolving time)
1011785	85210	Clotting factor II prothrombin, measurement
1011786	85220	Clotting factor V (AcG or proaccelerin) measurement
1011787	85230	Clotting factor VII (proconvertin, stable factor)
1011788	85240	Clotting factor VIII (AHG) measurement
1011789	85244	Clotting factor VIII related antigen measurement
1011790	85245	Clotting factor VIII (VW factor) measurement
1011791	85246	Clotting factor VIII (VW factor) antigen
1011792	85247	Clotting factor VIII (von Willebrand factor) measurement
1011793	85250	Clotting factor IX (PTC or Christmas) measurement
1011794	85260	Clotting factor X (Stuart-Prower) measurement
1011795	85270	Clotting factor XI (PTA) measurement
1011796	85280	Clotting factor XII (Hageman) measurement
1011797	85290	Clotting factor XIII (fibrin stabilizing) measurement
1011798	85291	Clotting factor XIII (fibrin stabilizing) screening test
1011799	85292	Fletcher factor (clotting factor) measurement
1011800	85293	Fitzgerald factor (clotting factor) measurement
1011802	85300	Antithrombin III antigen (clotting inhibitor) activity
1011803	85301	Antithrombin III antigen (clotting inhibitor) level
1011804	85302	Protein C, (clotting inhibitor) activity
1011805	85303	Protein C antigen (clotting inhibitor) measurement
1011806	85305	Protein S (clotting inhibitor) level
1011807	85306	Protein S (clotting inhibitor) measurement
1011808	85307	Activated protein resistance assay
1011809	85335	Clotting factor inhibitor test
1011810	85337	Thrombomodulin (coagulation protein) measurement
1011812	85345	Coagulation time measurement
1011813	85347	Coagulation time measurement
1011814	85348	Coagulation time measurement
1011815	85360	Euglobulin lysis (clot dissolving) measurement
1011817	85362	Coagulation function analysis
1011818	85366	Coagulation function measurement
1011819	85370	Coagulation function measurement
1011821	85378	Coagulation function measurement
1011822	85379	Coagulation function measurement
1011823	85380	Coagulation function measurement
1011825	85384	Fibrinogen (factor 1) activity measurement
1011826	85385	Fibrinogen (factor 1) antigen detection
1011827	85390	Coagulation function screening test with interpretation and report
1011828	85396	Coagulation or fibrinolysis (clot dissolving) function measurement with interpretation and written report, per day
1019040	85397	Measurement of blood coagulation and fibrinolysis (clot dissolving) function
1011830	85400	Plasmin (fibrinolytic factor) measurement
1011831	85410	Alpha-2 antiplasmin (factor inhibitor) measurement
1011832	85415	Plasminogen activator (fibrinolytic factor) measurement
1011833	85420	Plasminogen (fibrinolytic factor) measurement
1011834	85421	Plasminogen antigenic (factor inhibitor) measurement
1011836	85441	Evaluation of red blood cell defect (heinz bodies)
1011837	85445	Evaluation of red blood cell defect (Heinz bodies)
1011839	85460	Fetal hemoglobin or red blood cells measurement for assessment of fetal-maternal circulation
1011840	85461	Fetal hemoglobin or red blood cells measurement for assessment of fetal-maternal circulation
1011841	85475	Measurement of hemolysin (red blood cell destructive substance)
1011842	85520	Heparin assay
1011843	85525	Heparin neutralization test
1011844	85530	Heparin therapy assessment
1011845	85536	Blood smear for iron
1011846	85540	White blood cell alkaline phosphatase (enzyme) measurement with cell count
1011847	85547	Red blood cell fragility measurement
1011848	85549	White blood cell enzyme activity measurement
1011850	85555	Red blood cell fragility measurement
1011851	85557	Red blood cell fragility measurement
1011852	85576	Platelet function test
1011853	85597	Platelet function test
1020383	85598	Phospholipid test
1011854	85610	Blood test, clotting time
1011855	85611	Blood test, clotting time
1011857	85612	Clotting factor X assessment test
1011858	85613	Clotting factor X assessment test
1011859	85635	Blood coagulation screening test
1011861	85651	Red blood cell sedimentation rate, to detect inflammation
1011862	85652	Red blood cell sedimentation rate, to detect inflammation
1011863	85660	Red blood cell sickling measurement
1011865	85670	Thrombin time, fibrinogen screening test
1011866	85675	Thrombin time, fibrinogen screening test
1011868	85705	Thromboplastin inhibition (circulating anticoagulant) measurement
1011870	85730	Coagulation assessment blood test
1011871	85732	Coagulation assessment blood test
1011872	85810	Blood viscosity measurement
1011873	85999	Hematology and coagulation procedures
1011875	86000	Measurement of antibody to infectious organism
1011876	86001	Measurement of antibody (IgG) to allergic substance
1011878	86003	Measurement of antibody (IgE) to allergic substance
1011879	86005	Measurement of antibody (IgE) to allergic substance
